,difference_in_rates,discharge_year,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zip_code,pdi_name,pdi_number,risk_adjusted_rate_per_100_000_people
32589,-73.94,2012,73.94,0.0,13756,Asthma,PDI_14,0.0
32614,-117.54,2009,117.54,0.0,13757,Asthma,PDI_14,0.0
32615,-98.42,2010,98.42,0.0,13757,Asthma,PDI_14,0.0
32616,-105.12,2011,105.12,0.0,13757,Asthma,PDI_14,0.0
32617,291.6,2012,100.56,392.16,13757,Asthma,PDI_14,820.5
32642,-91.5,2009,139.52,48.02,13760,Asthma,PDI_14,83.62
32643,-68.81,2010,117.57,48.76,13760,Asthma,PDI_14,85.34
32644,-44.78,2011,117.26,72.48,13760,Asthma,PDI_14,127.51
32645,-20.07,2012,131.69,111.62,13760,Asthma,PDI_14,178.32
32670,238.27,2010,91.76,330.03,13775,Asthma,PDI_14,740.1
32671,-94.58,2011,94.58,0.0,13775,Asthma,PDI_14,0.0
32672,-106.1,2012,106.1,0.0,13775,Asthma,PDI_14,0.0
32697,-96.71,2009,96.71,0.0,13777,Asthma,PDI_14,0.0
32698,-95.93,2010,95.93,0.0,13777,Asthma,PDI_14,0.0
32699,-100.81,2011,100.81,0.0,13777,Asthma,PDI_14,0.0
32700,-94.59,2012,94.59,0.0,13777,Asthma,PDI_14,0.0
32725,-40.43,2009,126.94,86.51,13778,Asthma,PDI_14,165.56
32726,-7.67,2010,96.4,88.73,13778,Asthma,PDI_14,189.4
32727,-94.58,2011,94.58,0.0,13778,Asthma,PDI_14,0.0
32728,157.22,2012,90.71,247.93,13778,Asthma,PDI_14,575.05
32753,433.46,2009,147.95,581.4,13780,Asthma,PDI_14,954.76
32754,-101.03,2010,101.03,0.0,13780,Asthma,PDI_14,0.0
32755,-112.08,2011,112.08,0.0,13780,Asthma,PDI_14,0.0
32756,-85.3,2012,85.3,0.0,13780,Asthma,PDI_14,0.0
32781,-127.22,2009,127.22,0.0,13782,Asthma,PDI_14,0.0
32782,-116.33,2010,116.33,0.0,13782,Asthma,PDI_14,0.0
32783,-104.0,2011,104.0,0.0,13782,Asthma,PDI_14,0.0
32784,-109.3,2012,109.3,0.0,13782,Asthma,PDI_14,0.0
32803,190.26,2010,103.43,293.69,13825,Asthma,PDI_14,584.29
32810,-135.73,2009,135.73,0.0,13783,Asthma,PDI_14,0.0
32811,-105.15,2010,105.15,0.0,13783,Asthma,PDI_14,0.0
32812,-111.56,2011,111.56,0.0,13783,Asthma,PDI_14,0.0
32813,-117.87,2012,117.87,0.0,13783,Asthma,PDI_14,0.0
32838,-147.08,2009,147.08,0.0,13786,Asthma,PDI_14,0.0
32839,2208.88,2010,116.7,2325.58,13786,Asthma,PDI_14,4100.67
32840,-128.55,2011,128.55,0.0,13786,Asthma,PDI_14,0.0
32841,-78.42,2012,78.42,0.0,13786,Asthma,PDI_14,0.0
32866,6.57,2009,111.08,117.65,13787,Asthma,PDI_14,257.31
32867,-95.44,2010,95.44,0.0,13787,Asthma,PDI_14,0.0
32868,-96.12,2011,96.12,0.0,13787,Asthma,PDI_14,0.0
32869,-87.03,2012,87.03,0.0,13787,Asthma,PDI_14,0.0
32894,691.61,2009,193.36,884.96,13788,Asthma,PDI_14,1111.96
32895,-121.18,2010,121.18,0.0,13788,Asthma,PDI_14,0.0
32896,-132.65,2011,132.65,0.0,13788,Asthma,PDI_14,0.0
32897,-117.34,2012,117.34,0.0,13788,Asthma,PDI_14,0.0
32922,-38.57,2009,167.6,129.03,13790,Asthma,PDI_14,187.05
32923,13.24,2010,146.76,160.0,13790,Asthma,PDI_14,224.34
32924,39.08,2011,149.07,188.15,13790,Asthma,PDI_14,260.34
32925,-91.83,2012,175.3,83.47,13790,Asthma,PDI_14,100.18
32950,11.16,2009,119.22,130.38,13795,Asthma,PDI_14,265.69
32951,-99.57,2010,99.57,0.0,13795,Asthma,PDI_14,0.0
32952,29.77,2011,98.11,127.88,13795,Asthma,PDI_14,268.87
32953,8.5,2012,113.15,121.65,13795,Asthma,PDI_14,226.21
32978,-127.33,2009,127.33,0.0,13796,Asthma,PDI_14,0.0
32979,-108.22,2010,108.22,0.0,13796,Asthma,PDI_14,0.0
32980,-103.62,2011,103.62,0.0,13796,Asthma,PDI_14,0.0
32981,-95.68,2012,95.68,0.0,13796,Asthma,PDI_14,0.0
33006,-122.53,2009,122.53,0.0,13797,Asthma,PDI_14,0.0
33007,-100.41,2010,100.41,0.0,13797,Asthma,PDI_14,0.0
33008,-98.57,2011,98.57,0.0,13797,Asthma,PDI_14,0.0
33009,-87.93,2012,87.93,0.0,13797,Asthma,PDI_14,0.0
33034,-131.29,2009,131.29,0.0,13801,Asthma,PDI_14,0.0
33035,-93.55,2010,93.55,0.0,13801,Asthma,PDI_14,0.0
33036,-92.95,2011,92.95,0.0,13801,Asthma,PDI_14,0.0
33037,-87.8,2012,87.8,0.0,13801,Asthma,PDI_14,0.0
33062,-94.15,2009,94.15,0.0,13802,Asthma,PDI_14,0.0
33063,-90.59,2010,90.59,0.0,13802,Asthma,PDI_14,0.0
33064,-109.07,2011,109.07,0.0,13802,Asthma,PDI_14,0.0
33065,-87.28,2012,87.28,0.0,13802,Asthma,PDI_14,0.0
33090,-115.33,2009,115.33,0.0,13803,Asthma,PDI_14,0.0
33091,-92.76,2010,92.76,0.0,13803,Asthma,PDI_14,0.0
33092,-95.38,2011,95.38,0.0,13803,Asthma,PDI_14,0.0
33093,17.95,2012,84.4,102.35,13803,Asthma,PDI_14,255.14
33118,-111.62,2009,111.62,0.0,13804,Asthma,PDI_14,0.0
33119,1267.0,2010,102.86,1369.86,13804,Asthma,PDI_14,2740.56
33120,-81.84,2011,81.84,0.0,13804,Asthma,PDI_14,0.0
33121,-71.28,2012,71.28,0.0,13804,Asthma,PDI_14,0.0
33146,-79.6,2009,79.6,0.0,13806,Asthma,PDI_14,0.0
33147,-49.0,2010,49.0,0.0,13806,Asthma,PDI_14,0.0
33148,-76.41,2011,76.41,0.0,13806,Asthma,PDI_14,0.0
33149,-59.46,2012,59.46,0.0,13806,Asthma,PDI_14,0.0
33174,-121.06,2009,121.06,0.0,13807,Asthma,PDI_14,0.0
33175,-97.65,2010,97.65,0.0,13807,Asthma,PDI_14,0.0
33176,-94.61,2011,94.61,0.0,13807,Asthma,PDI_14,0.0
33177,-81.6,2012,81.6,0.0,13807,Asthma,PDI_14,0.0
33202,150.95,2009,134.76,285.71,13808,Asthma,PDI_14,515.12
33203,-104.67,2010,104.67,0.0,13808,Asthma,PDI_14,0.0
33204,-105.56,2011,105.56,0.0,13808,Asthma,PDI_14,0.0
33205,-92.52,2012,92.52,0.0,13808,Asthma,PDI_14,0.0
33230,-139.16,2009,139.16,0.0,13809,Asthma,PDI_14,0.0
33231,-112.47,2010,112.47,0.0,13809,Asthma,PDI_14,0.0
33232,-125.58,2011,125.58,0.0,13809,Asthma,PDI_14,0.0
33233,-94.4,2012,94.4,0.0,13809,Asthma,PDI_14,0.0
33250,181.12,2011,102.17,283.29,13825,Asthma,PDI_14,571.93
33259,-128.37,2009,128.37,0.0,13810,Asthma,PDI_14,0.0
33260,-99.9,2010,99.9,0.0,13810,Asthma,PDI_14,0.0
33261,318.73,2011,97.94,416.67,13810,Asthma,PDI_14,877.6
33262,-91.6,2012,91.6,0.0,13810,Asthma,PDI_14,0.0
33287,-20.98,2009,126.35,105.37,13811,Asthma,PDI_14,202.63
33288,-104.89,2010,104.89,0.0,13811,Asthma,PDI_14,0.0
33289,1.04,2011,107.19,108.23,13811,Asthma,PDI_14,208.26
33290,121.27,2012,89.48,210.75,13811,Asthma,PDI_14,495.55
33315,-129.5,2009,129.5,0.0,13812,Asthma,PDI_14,0.0
33316,-100.32,2010,100.32,0.0,13812,Asthma,PDI_14,0.0
33317,-99.02,2011,99.02,0.0,13812,Asthma,PDI_14,0.0
33318,-91.03,2012,91.03,0.0,13812,Asthma,PDI_14,0.0
33343,-114.6,2009,114.6,0.0,13813,Asthma,PDI_14,0.0
33344,-97.35,2010,97.35,0.0,13813,Asthma,PDI_14,0.0
33345,-91.72,2011,91.72,0.0,13813,Asthma,PDI_14,0.0
33346,462.23,2012,119.17,581.4,13813,Asthma,PDI_14,1026.43
33371,-96.35,2009,130.43,34.08,13815,Asthma,PDI_14,63.49
33372,-35.06,2010,105.38,70.32,13815,Asthma,PDI_14,137.32
33373,-69.26,2011,103.61,34.35,13815,Asthma,PDI_14,68.39
33374,-106.57,2012,106.57,0.0,13815,Asthma,PDI_14,0.0
33399,-71.23,2009,136.76,65.53,13820,Asthma,PDI_14,116.42
33400,-14.9,2010,115.03,100.13,13820,Asthma,PDI_14,179.13
33401,-52.06,2011,115.01,62.95,13820,Asthma,PDI_14,112.91
33402,-57.93,2012,109.81,51.88,13820,Asthma,PDI_14,99.4
33427,-119.01,2009,119.01,0.0,13825,Asthma,PDI_14,0.0
33428,28.32,2012,106.45,134.77,13825,Asthma,PDI_14,266.35
33453,-81.28,2009,81.28,0.0,13826,Asthma,PDI_14,0.0
33454,-105.6,2010,105.6,0.0,13826,Asthma,PDI_14,0.0
33455,-81.95,2011,81.95,0.0,13826,Asthma,PDI_14,0.0
33456,-65.42,2012,65.42,0.0,13826,Asthma,PDI_14,0.0
33481,-23.04,2009,120.13,97.09,13827,Asthma,PDI_14,196.36
33482,-101.13,2010,101.13,0.0,13827,Asthma,PDI_14,0.0
33483,-99.11,2011,99.11,0.0,13827,Asthma,PDI_14,0.0
33484,-13.51,2012,101.15,87.64,13827,Asthma,PDI_14,182.29
33509,-143.69,2009,143.69,0.0,13830,Asthma,PDI_14,0.0
33510,-106.01,2010,106.01,0.0,13830,Asthma,PDI_14,0.0
33511,-105.43,2011,105.43,0.0,13830,Asthma,PDI_14,0.0
33512,-98.83,2012,98.83,0.0,13830,Asthma,PDI_14,0.0
33537,-121.04,2009,121.04,0.0,13832,Asthma,PDI_14,0.0
33538,-87.97,2010,87.97,0.0,13832,Asthma,PDI_14,0.0
33539,-95.65,2011,95.65,0.0,13832,Asthma,PDI_14,0.0
33540,-73.45,2012,73.45,0.0,13832,Asthma,PDI_14,0.0
33565,-14.51,2009,129.32,114.81,13833,Asthma,PDI_14,215.7
33566,-106.06,2010,106.06,0.0,13833,Asthma,PDI_14,0.0
33567,-105.48,2011,105.48,0.0,13833,Asthma,PDI_14,0.0
33568,102.19,2012,108.11,210.3,13833,Asthma,PDI_14,409.26
33593,-82.2,2009,82.2,0.0,13834,Asthma,PDI_14,0.0
33594,-101.35,2010,101.35,0.0,13834,Asthma,PDI_14,0.0
33595,-106.43,2011,106.43,0.0,13834,Asthma,PDI_14,0.0
33614,234.49,2009,121.38,355.87,13835,Asthma,PDI_14,712.31
33615,-96.81,2010,96.81,0.0,13835,Asthma,PDI_14,0.0
33616,-101.46,2011,101.46,0.0,13835,Asthma,PDI_14,0.0
33617,-80.04,2012,80.04,0.0,13835,Asthma,PDI_14,0.0
33642,-130.76,2009,130.76,0.0,13838,Asthma,PDI_14,0.0
33643,-114.52,2010,114.52,0.0,13838,Asthma,PDI_14,0.0
33644,-0.68,2011,109.49,108.81,13838,Asthma,PDI_14,205.0
33645,-93.21,2012,93.21,0.0,13838,Asthma,PDI_14,0.0
33649,-130.14,2009,130.14,0.0,13844,Asthma,PDI_14,0.0
33671,-119.21,2009,119.21,0.0,13839,Asthma,PDI_14,0.0
33672,-102.22,2010,102.22,0.0,13839,Asthma,PDI_14,0.0
33673,254.3,2011,99.06,353.36,13839,Asthma,PDI_14,735.79
33674,-98.92,2012,98.92,0.0,13839,Asthma,PDI_14,0.0
33699,-100.28,2009,100.28,0.0,13841,Asthma,PDI_14,0.0
33700,-86.98,2010,86.98,0.0,13841,Asthma,PDI_14,0.0
33701,-89.09,2011,89.09,0.0,13841,Asthma,PDI_14,0.0
33702,-105.82,2012,105.82,0.0,13841,Asthma,PDI_14,0.0
33727,-216.93,2009,216.93,0.0,13842,Asthma,PDI_14,0.0
33728,-183.78,2010,183.78,0.0,13842,Asthma,PDI_14,0.0
33729,-177.9,2011,177.9,0.0,13842,Asthma,PDI_14,0.0
33730,-119.31,2012,119.31,0.0,13842,Asthma,PDI_14,0.0
33755,-130.98,2009,130.98,0.0,13843,Asthma,PDI_14,0.0
33756,-110.17,2010,110.17,0.0,13843,Asthma,PDI_14,0.0
33757,-106.86,2011,106.86,0.0,13843,Asthma,PDI_14,0.0
33758,-102.17,2012,102.17,0.0,13843,Asthma,PDI_14,0.0
33783,-97.94,2010,97.94,0.0,13844,Asthma,PDI_14,0.0
33784,-93.68,2011,93.68,0.0,13844,Asthma,PDI_14,0.0
33785,597.71,2012,82.56,680.27,13844,Asthma,PDI_14,1733.63
33810,-94.55,2009,94.55,0.0,13846,Asthma,PDI_14,0.0
33811,-97.57,2010,97.57,0.0,13846,Asthma,PDI_14,0.0
33812,-84.87,2011,84.87,0.0,13846,Asthma,PDI_14,0.0
33813,-101.19,2012,101.19,0.0,13846,Asthma,PDI_14,0.0
33838,-117.47,2009,117.47,0.0,13849,Asthma,PDI_14,0.0
33839,-95.31,2010,95.31,0.0,13849,Asthma,PDI_14,0.0
33840,3.88,2011,95.42,99.3,13849,Asthma,PDI_14,214.67
33841,1.08,2012,92.03,93.11,13849,Asthma,PDI_14,212.87
33866,-56.2,2009,127.24,71.04,13850,Asthma,PDI_14,135.65
33867,-36.18,2010,108.87,72.69,13850,Asthma,PDI_14,137.4
33868,-61.87,2011,110.28,48.41,13850,Asthma,PDI_14,90.56
33869,-68.32,2012,115.16,46.84,13850,Asthma,PDI_14,85.58
33872,-104.81,2011,104.81,0.0,14012,Asthma,PDI_14,0.0
33895,-121.22,2009,121.22,0.0,13856,Asthma,PDI_14,0.0
33896,-6.24,2010,98.83,92.59,13856,Asthma,PDI_14,192.79
33897,265.49,2011,107.3,372.79,13856,Asthma,PDI_14,716.66
33898,148.17,2012,102.04,250.21,13856,Asthma,PDI_14,515.89
33923,-93.43,2009,93.43,0.0,13859,Asthma,PDI_14,0.0
33924,-89.67,2010,89.67,0.0,13859,Asthma,PDI_14,0.0
33925,-79.35,2011,79.35,0.0,13859,Asthma,PDI_14,0.0
33926,-80.59,2012,80.59,0.0,13859,Asthma,PDI_14,0.0
33951,-95.35,2009,95.35,0.0,13861,Asthma,PDI_14,0.0
33952,-92.17,2010,92.17,0.0,13861,Asthma,PDI_14,0.0
33953,-82.96,2011,82.96,0.0,13861,Asthma,PDI_14,0.0
33954,-84.37,2012,84.37,0.0,13861,Asthma,PDI_14,0.0
33979,-112.34,2009,112.34,0.0,13862,Asthma,PDI_14,0.0
33980,10.03,2010,93.5,103.52,13862,Asthma,PDI_14,227.84
33981,329.4,2011,95.23,424.63,13862,Asthma,PDI_14,919.78
33982,-92.81,2012,92.81,0.0,13862,Asthma,PDI_14,0.0
34007,-97.21,2009,97.21,0.0,13863,Asthma,PDI_14,0.0
34008,-88.55,2010,88.55,0.0,13863,Asthma,PDI_14,0.0
34009,-79.08,2011,79.08,0.0,13863,Asthma,PDI_14,0.0
34010,-75.0,2012,75.0,0.0,13863,Asthma,PDI_14,0.0
34035,-128.32,2009,128.32,0.0,13864,Asthma,PDI_14,0.0
34036,-112.35,2010,112.35,0.0,13864,Asthma,PDI_14,0.0
34037,-112.36,2011,112.36,0.0,13864,Asthma,PDI_14,0.0
34038,-97.62,2012,97.62,0.0,13864,Asthma,PDI_14,0.0
34063,-122.13,2009,122.13,0.0,13865,Asthma,PDI_14,0.0
34064,39.82,2010,97.92,137.74,13865,Asthma,PDI_14,289.45
34065,-29.82,2011,99.46,69.64,13865,Asthma,PDI_14,144.42
34066,46.99,2012,91.8,138.79,13865,Asthma,PDI_14,318.1
34091,64.25,2009,170.49,234.74,13901,Asthma,PDI_14,334.51
34092,-64.69,2010,145.08,80.39,13901,Asthma,PDI_14,114.02
34093,-15.13,2011,147.83,132.7,13901,Asthma,PDI_14,185.16
34094,-66.57,2012,166.57,100.0,13901,Asthma,PDI_14,126.31
34119,-103.13,2009,203.68,100.55,13903,Asthma,PDI_14,119.94
34120,-73.51,2010,174.7,101.19,13903,Asthma,PDI_14,119.19
34121,-53.95,2011,179.8,125.85,13903,Asthma,PDI_14,144.38
34122,45.05,2012,168.07,213.12,13903,Asthma,PDI_14,266.79
34147,-29.68,2009,192.11,162.43,13904,Asthma,PDI_14,205.41
34148,-53.5,2010,163.63,110.13,13904,Asthma,PDI_14,138.5
34149,-58.1,2011,168.29,110.19,13904,Asthma,PDI_14,135.07
34150,-155.93,2012,155.93,0.0,13904,Asthma,PDI_14,0.0
34176,-124.02,2009,215.66,91.64,13905,Asthma,PDI_14,103.24
34177,-93.09,2010,185.15,92.06,13905,Asthma,PDI_14,102.32
34178,-102.09,2011,192.79,90.7,13905,Asthma,PDI_14,97.05
34179,-84.19,2012,210.27,126.08,13905,Asthma,PDI_14,126.15
34204,-15.78,2009,121.82,106.04,14001,Asthma,PDI_14,211.5
34205,8.9,2010,99.15,108.05,14001,Asthma,PDI_14,224.26
34206,5.23,2011,103.7,108.93,14001,Asthma,PDI_14,216.69
34207,-60.02,2012,111.65,51.63,14001,Asthma,PDI_14,97.29
34232,-59.6,2009,107.82,48.22,14004,Asthma,PDI_14,108.65
34233,-39.49,2010,88.51,49.02,14004,Asthma,PDI_14,113.96
34234,-90.31,2011,90.31,0.0,14004,Asthma,PDI_14,0.0
34235,-37.26,2012,86.33,49.07,14004,Asthma,PDI_14,119.58
34259,-122.19,2009,122.19,0.0,14005,Asthma,PDI_14,0.0
34260,-93.66,2010,93.66,0.0,14005,Asthma,PDI_14,0.0
34261,136.66,2011,92.17,228.83,14005,Asthma,PDI_14,512.13
34262,-98.99,2012,98.99,0.0,14005,Asthma,PDI_14,0.0
34287,157.1,2009,122.36,279.46,14006,Asthma,PDI_14,554.88
34288,-60.81,2010,108.38,47.57,14006,Asthma,PDI_14,90.32
34289,-64.63,2011,113.55,48.92,14006,Asthma,PDI_14,88.88
34290,28.18,2012,116.33,144.51,14006,Asthma,PDI_14,261.35
34315,502.51,2009,118.61,621.12,14008,Asthma,PDI_14,1272.3
34316,-104.78,2010,104.78,0.0,14008,Asthma,PDI_14,0.0
34317,192.82,2011,107.48,300.3,14008,Asthma,PDI_14,576.35
34318,-106.09,2012,106.09,0.0,14008,Asthma,PDI_14,0.0
34343,-21.58,2009,109.45,87.87,14009,Asthma,PDI_14,195.06
34344,-90.55,2010,90.55,0.0,14009,Asthma,PDI_14,0.0
34345,2.66,2011,88.0,90.66,14009,Asthma,PDI_14,212.52
34346,-92.01,2012,92.01,0.0,14009,Asthma,PDI_14,0.0
34371,-34.84,2009,116.41,81.57,14011,Asthma,PDI_14,170.23
34372,-94.03,2010,94.03,0.0,14011,Asthma,PDI_14,0.0
34373,-91.18,2011,91.18,0.0,14011,Asthma,PDI_14,0.0
34374,-85.6,2012,85.6,0.0,14011,Asthma,PDI_14,0.0
34399,51.86,2009,122.97,174.83,14012,Asthma,PDI_14,345.4
34400,-102.25,2010,102.25,0.0,14012,Asthma,PDI_14,0.0
34401,-118.2,2012,118.2,0.0,14012,Asthma,PDI_14,0.0
34426,287.33,2009,179.96,467.29,14013,Asthma,PDI_14,630.87
34427,102.19,2010,144.12,246.31,14013,Asthma,PDI_14,351.67
34428,-161.59,2011,161.59,0.0,14013,Asthma,PDI_14,0.0
34429,-21.5,2012,282.6,261.1,14013,Asthma,PDI_14,194.38
34454,11.22,2009,154.07,165.29,14020,Asthma,PDI_14,260.64
34455,-58.48,2010,129.87,71.39,14020,Asthma,PDI_14,113.12
34456,-133.6,2011,133.6,0.0,14020,Asthma,PDI_14,0.0
34457,-88.37,2012,153.89,65.52,14020,Asthma,PDI_14,89.57
34482,112.33,2009,110.39,222.72,14024,Asthma,PDI_14,490.19
34483,-90.34,2010,90.34,0.0,14024,Asthma,PDI_14,0.0
34484,-95.42,2011,95.42,0.0,14024,Asthma,PDI_14,0.0
34485,-84.09,2012,84.09,0.0,14024,Asthma,PDI_14,0.0
34510,57.33,2009,109.06,166.39,14025,Asthma,PDI_14,370.68
34511,-90.23,2010,90.23,0.0,14025,Asthma,PDI_14,0.0
34512,-91.77,2011,91.77,0.0,14025,Asthma,PDI_14,0.0
34513,-89.84,2012,89.84,0.0,14025,Asthma,PDI_14,0.0
34538,-100.09,2009,100.09,0.0,14026,Asthma,PDI_14,0.0
34539,-92.46,2010,92.46,0.0,14026,Asthma,PDI_14,0.0
34540,-100.1,2011,100.1,0.0,14026,Asthma,PDI_14,0.0
34541,-82.86,2012,82.86,0.0,14026,Asthma,PDI_14,0.0
34566,152.87,2009,121.86,274.73,14028,Asthma,PDI_14,547.74
34567,-105.83,2010,105.83,0.0,14028,Asthma,PDI_14,0.0
34568,-99.79,2011,99.79,0.0,14028,Asthma,PDI_14,0.0
34569,117.68,2012,106.03,223.71,14028,Asthma,PDI_14,443.92
34594,-111.83,2009,111.83,0.0,14030,Asthma,PDI_14,0.0
34595,-99.04,2010,99.04,0.0,14030,Asthma,PDI_14,0.0
34596,-107.11,2011,107.11,0.0,14030,Asthma,PDI_14,0.0
34597,-82.18,2012,82.18,0.0,14030,Asthma,PDI_14,0.0
34622,64.65,2009,109.87,174.52,14031,Asthma,PDI_14,385.91
34623,28.34,2010,88.02,116.35,14031,Asthma,PDI_14,272.02
34624,-31.01,2011,89.52,58.51,14031,Asthma,PDI_14,134.84
34625,-34.93,2012,89.19,54.26,14031,Asthma,PDI_14,127.99
34650,55.02,2009,113.24,168.26,14032,Asthma,PDI_14,360.99
34651,15.62,2010,94.15,109.77,14032,Asthma,PDI_14,239.93
34652,16.44,2011,94.55,110.99,14032,Asthma,PDI_14,242.15
34653,-92.38,2012,92.38,0.0,14032,Asthma,PDI_14,0.0
34667,-95.82,2011,95.82,0.0,14055,Asthma,PDI_14,0.0
34679,124.42,2009,107.6,232.02,14033,Asthma,PDI_14,523.9
34680,-85.25,2010,85.25,0.0,14033,Asthma,PDI_14,0.0
34681,132.28,2011,98.13,230.41,14033,Asthma,PDI_14,484.36
34682,-79.88,2012,79.88,0.0,14033,Asthma,PDI_14,0.0
34707,-138.72,2009,138.72,0.0,14034,Asthma,PDI_14,0.0
34708,-117.02,2010,117.02,0.0,14034,Asthma,PDI_14,0.0
34709,-129.94,2011,129.94,0.0,14034,Asthma,PDI_14,0.0
34710,-115.61,2012,115.61,0.0,14034,Asthma,PDI_14,0.0
34735,-27.29,2009,118.7,91.41,14036,Asthma,PDI_14,187.09
34736,0.39,2010,94.05,94.43,14036,Asthma,PDI_14,206.62
34737,-3.09,2011,97.25,94.16,14036,Asthma,PDI_14,199.72
34738,-94.6,2012,94.6,0.0,14036,Asthma,PDI_14,0.0
34763,-109.46,2009,109.46,0.0,14037,Asthma,PDI_14,0.0
34764,-81.51,2010,81.51,0.0,14037,Asthma,PDI_14,0.0
34765,-77.37,2011,77.37,0.0,14037,Asthma,PDI_14,0.0
34766,-94.77,2012,94.77,0.0,14037,Asthma,PDI_14,0.0
34791,-95.22,2009,95.22,0.0,14039,Asthma,PDI_14,0.0
34792,-85.12,2010,85.12,0.0,14039,Asthma,PDI_14,0.0
34793,-89.55,2011,89.55,0.0,14039,Asthma,PDI_14,0.0
34794,-61.83,2012,61.83,0.0,14039,Asthma,PDI_14,0.0
34819,-107.85,2009,107.85,0.0,14040,Asthma,PDI_14,0.0
34820,-88.14,2010,88.14,0.0,14040,Asthma,PDI_14,0.0
34821,-88.04,2011,88.04,0.0,14040,Asthma,PDI_14,0.0
34822,-86.1,2012,86.1,0.0,14040,Asthma,PDI_14,0.0
34845,-75.53,2012,75.53,0.0,14055,Asthma,PDI_14,0.0
34848,-132.17,2009,132.17,0.0,14041,Asthma,PDI_14,0.0
34849,-92.79,2010,92.79,0.0,14041,Asthma,PDI_14,0.0
34850,-83.99,2011,83.99,0.0,14041,Asthma,PDI_14,0.0
34869,-27.98,2009,123.13,95.15,14042,Asthma,PDI_14,187.74
34870,92.45,2010,96.94,189.39,14042,Asthma,PDI_14,402.03
34871,178.9,2011,95.57,274.47,14042,Asthma,PDI_14,592.43
34872,-88.09,2012,88.09,0.0,14042,Asthma,PDI_14,0.0
34897,-32.66,2009,116.1,83.44,14043,Asthma,PDI_14,174.61
34898,7.32,2010,95.65,102.97,14043,Asthma,PDI_14,221.51
34899,-14.55,2011,97.55,83.0,14043,Asthma,PDI_14,175.52
34900,-17.62,2012,98.67,81.05,14043,Asthma,PDI_14,172.83
34925,-110.8,2009,110.8,0.0,14047,Asthma,PDI_14,0.0
34926,354.76,2010,92.0,446.76,14047,Asthma,PDI_14,999.23
34927,-95.92,2011,95.92,0.0,14047,Asthma,PDI_14,0.0
34928,-23.72,2012,99.59,75.87,14047,Asthma,PDI_14,160.29
34953,-147.21,2009,213.35,66.14,14048,Asthma,PDI_14,75.31
34954,-116.44,2010,183.51,67.07,14048,Asthma,PDI_14,75.21
34955,-150.66,2011,183.39,32.73,14048,Asthma,PDI_14,36.82
34956,-176.45,2012,207.23,30.78,14048,Asthma,PDI_14,31.25
34981,-4.1,2009,106.77,102.67,14051,Asthma,PDI_14,233.62
34982,-26.07,2010,89.04,62.97,14051,Asthma,PDI_14,145.53
34983,-89.2,2011,89.2,0.0,14051,Asthma,PDI_14,0.0
34984,-35.34,2012,96.28,60.94,14051,Asthma,PDI_14,133.17
35009,91.7,2009,104.32,196.02,14052,Asthma,PDI_14,456.51
35010,28.16,2010,84.88,113.03,14052,Asthma,PDI_14,274.03
35011,-29.87,2011,86.38,56.51,14052,Asthma,PDI_14,134.95
35012,-36.06,2012,90.38,54.32,14052,Asthma,PDI_14,126.44
35037,-121.14,2009,121.14,0.0,14054,Asthma,PDI_14,0.0
35038,317.87,2010,90.29,408.16,14054,Asthma,PDI_14,930.2
35039,-99.82,2011,99.82,0.0,14054,Asthma,PDI_14,0.0
35040,-97.15,2012,97.15,0.0,14054,Asthma,PDI_14,0.0
35065,-108.47,2009,108.47,0.0,14055,Asthma,PDI_14,0.0
35066,-88.74,2010,88.74,0.0,14055,Asthma,PDI_14,0.0
35091,8.99,2009,111.2,120.19,14057,Asthma,PDI_14,262.61
35092,-30.44,2010,91.49,61.05,14057,Asthma,PDI_14,137.32
35093,-30.7,2011,92.97,62.27,14057,Asthma,PDI_14,138.16
35094,-93.53,2012,93.53,0.0,14057,Asthma,PDI_14,0.0
35119,57.93,2009,138.92,196.85,14058,Asthma,PDI_14,344.27
35120,-113.53,2010,113.53,0.0,14058,Asthma,PDI_14,0.0
35121,-109.75,2011,109.75,0.0,14058,Asthma,PDI_14,0.0
35122,-121.82,2012,121.82,0.0,14058,Asthma,PDI_14,0.0
35147,12.23,2009,100.38,112.61,14059,Asthma,PDI_14,272.55
35148,-26.04,2010,83.64,57.6,14059,Asthma,PDI_14,141.71
35149,-25.81,2011,84.53,58.72,14059,Asthma,PDI_14,143.3
35150,100.04,2012,72.77,172.81,14059,Asthma,PDI_14,499.63
35175,-106.32,2009,106.32,0.0,14060,Asthma,PDI_14,0.0
35176,602.18,2010,92.26,694.44,14060,Asthma,PDI_14,1548.93
35177,-86.93,2011,86.93,0.0,14060,Asthma,PDI_14,0.0
35178,-101.19,2012,101.19,0.0,14060,Asthma,PDI_14,0.0
35203,-117.81,2009,117.81,0.0,14062,Asthma,PDI_14,0.0
35204,53.46,2010,95.35,148.81,14062,Asthma,PDI_14,321.14
35205,-100.78,2011,100.78,0.0,14062,Asthma,PDI_14,0.0
35206,-105.25,2012,105.25,0.0,14062,Asthma,PDI_14,0.0
35231,-126.56,2009,126.56,0.0,14063,Asthma,PDI_14,0.0
35232,-55.81,2010,105.19,49.38,14063,Asthma,PDI_14,96.61
35233,-108.56,2011,108.56,0.0,14063,Asthma,PDI_14,0.0
