,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zipcode,pqi_name,pqi_number,year
23003,376.09,3105.63,13406,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23032,49.72,0.0,13406,Asthma in Younger Adults,PQI_15,2009
23033,40.15,1315.82,13406,Asthma in Younger Adults,PQI_15,2010
23034,43.45,0.0,13406,Asthma in Younger Adults,PQI_15,2011
23035,37.95,0.0,13406,Asthma in Younger Adults,PQI_15,2012
23072,488.73,610.61,13407,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23073,454.85,873.73,13407,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23074,447.48,836.55,13407,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23075,440.11,432.3,13407,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23104,52.47,63.36,13407,Asthma in Younger Adults,PQI_15,2009
23105,41.8,63.58,13407,Asthma in Younger Adults,PQI_15,2010
23106,40.26,0.0,13407,Asthma in Younger Adults,PQI_15,2011
23107,39.71,0.0,13407,Asthma in Younger Adults,PQI_15,2012
23144,487.96,712.25,13408,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23145,467.28,704.22,13408,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23146,458.48,905.96,13408,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23147,442.42,853.16,13408,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23176,73.48,0.0,13408,Asthma in Younger Adults,PQI_15,2009
23177,57.97,0.0,13408,Asthma in Younger Adults,PQI_15,2010
23178,59.4,62.26,13408,Asthma in Younger Adults,PQI_15,2011
23179,63.47,57.64,13408,Asthma in Younger Adults,PQI_15,2012
23217,472.67,302.39,13409,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23218,440.0,507.1,13409,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23219,433.07,1561.01,13409,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23220,449.9,992.75,13409,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23247,59.51,156.53,13409,Asthma in Younger Adults,PQI_15,2009
23248,49.28,0.0,13409,Asthma in Younger Adults,PQI_15,2010
23249,50.82,0.0,13409,Asthma in Younger Adults,PQI_15,2011
23250,50.16,0.0,13409,Asthma in Younger Adults,PQI_15,2012
23275,40.15,0.0,13411,Asthma in Younger Adults,PQI_15,2011
23288,518.54,836.11,13411,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23289,478.94,1062.05,13411,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23290,473.33,699.27,13411,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23291,449.13,434.83,13411,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23320,51.81,0.0,13411,Asthma in Younger Adults,PQI_15,2009
23321,42.68,0.0,13411,Asthma in Younger Adults,PQI_15,2010
23322,44.0,0.0,13411,Asthma in Younger Adults,PQI_15,2012
23359,574.53,508.97,13413,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23360,535.48,561.0,13413,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23361,529.65,473.44,13413,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23362,502.81,350.68,13413,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23391,51.81,56.54,13413,Asthma in Younger Adults,PQI_15,2009
23392,40.92,0.0,13413,Asthma in Younger Adults,PQI_15,2010
23393,40.7,30.47,13413,Asthma in Younger Adults,PQI_15,2011
23394,42.57,0.0,13413,Asthma in Younger Adults,PQI_15,2012
23427,480.26,0.0,13415,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23428,389.73,1818.19,13415,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23443,49.39,0.0,13415,Asthma in Younger Adults,PQI_15,2009
23444,41.47,0.0,13415,Asthma in Younger Adults,PQI_15,2012
23467,464.86,500.39,13416,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23468,434.28,498.74,13416,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23469,431.2,579.92,13416,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23470,403.37,655.16,13416,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23499,51.15,0.0,13416,Asthma in Younger Adults,PQI_15,2009
23500,43.56,0.0,13416,Asthma in Younger Adults,PQI_15,2010
23501,43.67,0.0,13416,Asthma in Younger Adults,PQI_15,2011
23502,39.6,0.0,13416,Asthma in Younger Adults,PQI_15,2012
23539,551.87,317.68,13417,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23540,511.06,574.09,13417,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23541,505.89,526.35,13417,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23543,463.76,507.65,13417,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23572,55.77,0.0,13417,Asthma in Younger Adults,PQI_15,2009
23573,45.21,207.9,13417,Asthma in Younger Adults,PQI_15,2010
23574,43.45,126.72,13417,Asthma in Younger Adults,PQI_15,2011
23575,45.54,132.77,13417,Asthma in Younger Adults,PQI_15,2012
23611,430.32,0.0,13418,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23612,419.98,0.0,13418,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23613,419.98,0.0,13418,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23614,375.32,0.0,13418,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23643,48.18,0.0,13418,Asthma in Younger Adults,PQI_15,2009
23644,37.95,0.0,13418,Asthma in Younger Adults,PQI_15,2010
23645,36.52,0.0,13418,Asthma in Younger Adults,PQI_15,2011
23646,38.28,0.0,13418,Asthma in Younger Adults,PQI_15,2012
23683,481.14,656.81,13420,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23684,443.52,587.4,13420,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23685,441.43,460.79,13420,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23686,415.69,823.68,13420,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23715,52.25,0.0,13420,Asthma in Younger Adults,PQI_15,2009
23716,46.2,0.0,13420,Asthma in Younger Adults,PQI_15,2010
23717,44.0,0.0,13420,Asthma in Younger Adults,PQI_15,2011
23718,45.65,0.0,13420,Asthma in Younger Adults,PQI_15,2012
23756,500.5,762.63,13421,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23757,464.42,796.84,13421,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23758,464.97,1036.53,13421,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23759,442.97,765.16,13421,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23788,58.19,133.21,13421,Asthma in Younger Adults,PQI_15,2009
23789,45.98,133.76,13421,Asthma in Younger Adults,PQI_15,2010
23790,44.99,88.44,13421,Asthma in Younger Adults,PQI_15,2011
23791,49.28,110.33,13421,Asthma in Younger Adults,PQI_15,2012
23827,484.66,285.34,13424,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23828,449.79,423.39,13424,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23829,449.9,583.11,13424,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23830,438.9,891.55,13424,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23859,63.91,113.08,13424,Asthma in Younger Adults,PQI_15,2009
23860,48.84,112.2,13424,Asthma in Younger Adults,PQI_15,2010
23861,48.51,129.25,13424,Asthma in Younger Adults,PQI_15,2011
23862,51.48,0.0,13424,Asthma in Younger Adults,PQI_15,2012
23900,453.2,1283.37,13425,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23901,412.72,1398.65,13425,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23902,414.15,488.73,13425,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23903,386.32,472.56,13425,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
23931,48.18,0.0,13425,Asthma in Younger Adults,PQI_15,2009
23932,39.27,0.0,13425,Asthma in Younger Adults,PQI_15,2010
23933,36.96,0.0,13425,Asthma in Younger Adults,PQI_15,2011
23934,41.25,0.0,13425,Asthma in Younger Adults,PQI_15,2012
23971,529.87,846.56,13428,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
23972,488.18,1587.3,13428,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
23973,501.27,523.6,13428,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
23974,445.94,959.53,13428,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24003,52.14,0.0,13428,Asthma in Younger Adults,PQI_15,2009
24004,42.02,0.0,13428,Asthma in Younger Adults,PQI_15,2010
24005,42.57,0.0,13428,Asthma in Younger Adults,PQI_15,2011
24006,41.25,0.0,13428,Asthma in Younger Adults,PQI_15,2012
24043,470.8,207.68,13431,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24044,430.54,294.14,13431,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24045,426.91,491.59,13431,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24046,401.83,447.59,13431,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24075,51.92,0.0,13431,Asthma in Younger Adults,PQI_15,2009
24076,42.24,0.0,13431,Asthma in Younger Adults,PQI_15,2010
24077,41.58,0.0,13431,Asthma in Younger Adults,PQI_15,2011
24078,39.6,0.0,13431,Asthma in Younger Adults,PQI_15,2012
24115,486.53,230.67,13433,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24116,462.33,358.38,13433,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24117,444.62,339.79,13433,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24119,414.92,120.67,13433,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24148,50.27,0.0,13433,Asthma in Younger Adults,PQI_15,2009
24149,40.26,0.0,13433,Asthma in Younger Adults,PQI_15,2010
24150,39.93,0.0,13433,Asthma in Younger Adults,PQI_15,2011
24151,39.49,0.0,13433,Asthma in Younger Adults,PQI_15,2012
24188,529.1,0.0,13436,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24189,359.48,0.0,13436,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24190,517.55,0.0,13436,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24191,,,13436,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24220,47.96,0.0,13436,Asthma in Younger Adults,PQI_15,2009
24221,34.21,0.0,13436,Asthma in Younger Adults,PQI_15,2010
24222,38.06,0.0,13436,Asthma in Younger Adults,PQI_15,2011
24223,,,13436,Asthma in Younger Adults,PQI_15,2012
24259,448.8,896.83,13437,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24260,434.94,826.43,13437,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24261,429.44,0.0,13437,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24262,432.96,1382.48,13437,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24291,47.08,0.0,13437,Asthma in Younger Adults,PQI_15,2009
24292,40.26,0.0,13437,Asthma in Younger Adults,PQI_15,2010
24293,37.07,0.0,13437,Asthma in Younger Adults,PQI_15,2011
24294,42.13,0.0,13437,Asthma in Younger Adults,PQI_15,2012
24331,430.1,882.64,13438,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24332,401.28,464.2,13438,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24333,402.49,402.27,13438,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24334,381.81,450.67,13438,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24363,51.15,81.73,13438,Asthma in Younger Adults,PQI_15,2009
24364,41.03,0.0,13438,Asthma in Younger Adults,PQI_15,2010
24365,40.04,178.75,13438,Asthma in Younger Adults,PQI_15,2011
24366,38.72,0.0,13438,Asthma in Younger Adults,PQI_15,2012
24403,531.74,376.86,13439,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24404,484.88,472.12,13439,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24405,482.68,448.47,13439,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24406,444.84,602.91,13439,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24435,51.59,0.0,13439,Asthma in Younger Adults,PQI_15,2009
24436,41.25,92.4,13439,Asthma in Younger Adults,PQI_15,2010
24437,38.5,0.0,13439,Asthma in Younger Adults,PQI_15,2011
24438,39.93,105.49,13439,Asthma in Younger Adults,PQI_15,2012
24475,525.91,707.96,13440,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24476,487.08,690.69,13440,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24477,482.13,656.59,13440,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24478,460.35,770.22,13440,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24507,68.75,140.47,13440,Asthma in Younger Adults,PQI_15,2009
24508,54.34,93.28,13440,Asthma in Younger Adults,PQI_15,2010
24509,52.91,120.01,13440,Asthma in Younger Adults,PQI_15,2011
24510,55.99,68.53,13440,Asthma in Younger Adults,PQI_15,2012
24547,606.32,0.0,13450,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24548,609.51,0.0,13450,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24549,585.64,694.43,13450,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24550,493.79,0.0,13450,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24579,48.84,0.0,13450,Asthma in Younger Adults,PQI_15,2009
24580,43.45,0.0,13450,Asthma in Younger Adults,PQI_15,2010
24581,42.57,0.0,13450,Asthma in Younger Adults,PQI_15,2011
24582,34.76,0.0,13450,Asthma in Younger Adults,PQI_15,2012
24619,506.11,302.39,13452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24620,484.66,653.84,13452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24621,464.97,505.01,13452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24622,442.64,482.13,13452,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24651,51.81,0.0,13452,Asthma in Younger Adults,PQI_15,2009
24652,42.02,0.0,13452,Asthma in Younger Adults,PQI_15,2010
24653,40.48,84.48,13452,Asthma in Younger Adults,PQI_15,2011
24654,41.14,80.19,13452,Asthma in Younger Adults,PQI_15,2012
24691,430.43,1503.81,13454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24692,399.41,2518.01,13454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24693,412.61,396.88,13454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24694,412.5,1083.06,13454,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24723,46.75,1190.53,13454,Asthma in Younger Adults,PQI_15,2009
24724,39.6,0.0,13454,Asthma in Younger Adults,PQI_15,2010
24725,35.75,0.0,13454,Asthma in Younger Adults,PQI_15,2011
24726,38.83,0.0,13454,Asthma in Younger Adults,PQI_15,2012
24763,460.13,563.64,13456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24764,425.59,186.56,13456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24765,425.04,443.85,13456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24766,408.1,309.21,13456,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24795,50.05,0.0,13456,Asthma in Younger Adults,PQI_15,2009
24796,40.59,180.29,13456,Asthma in Younger Adults,PQI_15,2010
24797,39.6,0.0,13456,Asthma in Younger Adults,PQI_15,2011
24798,37.73,0.0,13456,Asthma in Younger Adults,PQI_15,2012
24835,504.24,520.85,13459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24836,473.0,180.84,13459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24837,453.31,356.51,13459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24838,417.23,1101.65,13459,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24867,50.27,0.0,13459,Asthma in Younger Adults,PQI_15,2009
24868,39.05,0.0,13459,Asthma in Younger Adults,PQI_15,2010
24869,37.95,0.0,13459,Asthma in Younger Adults,PQI_15,2011
24870,39.93,0.0,13459,Asthma in Younger Adults,PQI_15,2012
24907,475.75,276.32,13460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24908,437.91,743.16,13460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24909,439.67,763.4,13460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24910,410.19,969.98,13460,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
24939,50.93,80.63,13460,Asthma in Younger Adults,PQI_15,2009
24940,41.47,0.0,13460,Asthma in Younger Adults,PQI_15,2010
24941,40.81,0.0,13460,Asthma in Younger Adults,PQI_15,2011
24942,40.92,95.26,13460,Asthma in Younger Adults,PQI_15,2012
24979,501.27,741.18,13461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
24980,459.47,376.42,13461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
24981,455.29,371.25,13461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
24982,419.43,627.0,13461,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25011,54.01,0.0,13461,Asthma in Younger Adults,PQI_15,2009
25012,42.35,0.0,13461,Asthma in Younger Adults,PQI_15,2010
25013,41.47,0.0,13461,Asthma in Younger Adults,PQI_15,2011
25014,39.38,0.0,13461,Asthma in Younger Adults,PQI_15,2012
25051,445.39,699.27,13464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25052,415.36,575.52,13464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25053,413.6,557.92,13464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25054,412.28,716.32,13464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25083,50.38,224.18,13464,Asthma in Younger Adults,PQI_15,2009
25084,42.02,0.0,13464,Asthma in Younger Adults,PQI_15,2010
25085,41.8,0.0,13464,Asthma in Younger Adults,PQI_15,2011
25086,39.27,0.0,13464,Asthma in Younger Adults,PQI_15,2012
25123,485.54,0.0,13468,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25124,484.0,0.0,13468,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25125,459.58,373.12,13468,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25126,428.78,339.02,13468,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25155,49.28,0.0,13468,Asthma in Younger Adults,PQI_15,2009
25156,39.82,0.0,13468,Asthma in Younger Adults,PQI_15,2010
25157,37.51,0.0,13468,Asthma in Younger Adults,PQI_15,2011
25158,39.38,0.0,13468,Asthma in Younger Adults,PQI_15,2012
25195,439.56,1016.95,13469,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25196,430.87,0.0,13469,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25197,405.79,337.81,13469,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25198,352.11,484.22,13469,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25227,92.51,0.0,13469,Asthma in Younger Adults,PQI_15,2009
25228,74.03,0.0,13469,Asthma in Younger Adults,PQI_15,2010
25229,70.62,395.23,13469,Asthma in Younger Adults,PQI_15,2011
25230,36.41,0.0,13469,Asthma in Younger Adults,PQI_15,2012
25269,449.35,0.0,13470,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25270,411.95,235.84,13470,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25271,399.96,235.29,13470,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25272,400.07,0.0,13470,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25301,50.93,0.0,13470,Asthma in Younger Adults,PQI_15,2009
25302,41.91,0.0,13470,Asthma in Younger Adults,PQI_15,2010
25303,39.49,0.0,13470,Asthma in Younger Adults,PQI_15,2011
25304,37.62,0.0,13470,Asthma in Younger Adults,PQI_15,2012
25339,410.96,964.59,13471,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25340,378.95,712.47,13471,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25341,386.54,823.79,13471,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25342,369.6,899.8,13471,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25371,52.14,0.0,13471,Asthma in Younger Adults,PQI_15,2009
25372,40.26,0.0,13471,Asthma in Younger Adults,PQI_15,2010
25373,39.16,107.25,13471,Asthma in Younger Adults,PQI_15,2011
25374,38.83,0.0,13471,Asthma in Younger Adults,PQI_15,2012
25411,484.33,479.6,13473,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25412,457.71,471.68,13473,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25413,480.04,231.99,13473,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25414,418.99,700.92,13473,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25443,48.07,0.0,13473,Asthma in Younger Adults,PQI_15,2009
25444,38.72,0.0,13473,Asthma in Younger Adults,PQI_15,2010
25445,37.95,0.0,13473,Asthma in Younger Adults,PQI_15,2011
25446,37.18,0.0,13473,Asthma in Younger Adults,PQI_15,2012
25483,210.87,12499.96,13475,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25484,292.71,0.0,13475,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25485,436.81,6666.66,13475,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25486,,,13475,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25515,40.59,0.0,13475,Asthma in Younger Adults,PQI_15,2009
25516,36.85,0.0,13475,Asthma in Younger Adults,PQI_15,2010
25517,36.52,0.0,13475,Asthma in Younger Adults,PQI_15,2011
25518,,,13475,Asthma in Younger Adults,PQI_15,2012
25555,449.24,352.77,13476,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25556,425.7,370.59,13476,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25557,419.98,315.48,13476,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25558,417.89,733.92,13476,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25587,53.68,319.88,13476,Asthma in Younger Adults,PQI_15,2009
25588,42.24,446.38,13476,Asthma in Younger Adults,PQI_15,2010
25589,41.14,124.08,13476,Asthma in Younger Adults,PQI_15,2011
25590,41.8,0.0,13476,Asthma in Younger Adults,PQI_15,2012
25628,438.35,333.85,13477,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25629,414.37,841.72,13477,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25630,411.62,930.27,13477,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
25631,387.75,158.95,13477,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2012
25659,51.26,284.9,13477,Asthma in Younger Adults,PQI_15,2009
25660,42.68,0.0,13477,Asthma in Younger Adults,PQI_15,2010
25661,41.58,0.0,13477,Asthma in Younger Adults,PQI_15,2011
25662,44.66,0.0,13477,Asthma in Younger Adults,PQI_15,2012
25699,451.11,882.31,13478,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2009
25700,412.39,651.31,13478,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2010
25701,422.95,610.72,13478,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2011
